age,gender,marital_status,months_at_company,num_appraisals,base_salary,num_penalties,num_raise_requests,num_benefits,past_performance_score,sentiment_score,attendance_rate,completion_rate,attrition_risk
50,Male,Divorced,40,4,7824.54,8,3,2,0,4,0.996,0.33,5
29,Male,Married,87,9,17222.38,9,0,10,2,2,0.998,0.432,4
29,Male,Divorced,51,10,18230.73,5,2,9,1,3,0.968,0.747,3
39,Female,Married,92,1,10870.85,10,2,9,2,2,0.962,0.662,5
44,Female,Married,113,7,19158.88,1,3,6,2,3,0.996,0.266,1
58,Female,Married,3,5,14903.83,7,4,9,2,3,0.934,0.53,4
26,Male,Divorced,77,6,7686.15,1,1,2,2,0,0.875,0.909,2
50,Female,Single,75,5,13925.29,9,3,9,1,1,0.897,0.602,5
28,Male,Married,61,0,4250.43,8,4,8,1,1,0.905,0.211,5
29,Male,Single,21,9,17787.23,1,5,9,3,0,0.889,0.804,2
41,Male,Divorced,9,2,5220.16,10,0,1,0,0,0.998,0.706,5
56,Female,Married,7,10,16703.63,2,1,3,1,0,0.908,0.72,2
48,Male,Single,46,3,11091.83,8,0,2,1,4,0.96,0.506,4
28,Male,Married,40,2,6705.68,5,4,4,1,3,0.953,0.16,4
43,Male,Divorced,90,9,10027.17,9,5,10,0,1,0.992,0.312,5
46,Male,Married,26,1,13823.62,0,5,4,4,0,0.98,0.155,1
55,Male,Single,55,4,6559.47,3,1,7,3,0,0.855,0.235,1
34,Male,Married,48,8,4301.63,6,1,1,4,4,0.916,0.067,3
53,Female,Married,98,3,18781.87,0,5,6,1,4,0.894,0.456,3
38,Male,Single,69,0,19956.39,3,1,9,1,2,0.981,0.405,3
37,Female,Married,91,10,15309.53,1,0,10,0,3,0.942,0.297,2
41,Female,Single,35,5,8704.49,4,5,9,2,4,0.974,0.675,3
22,Female,Single,44,9,5593.75,8,1,10,4,3,0.935,0.758,3
44,Male,Married,72,4,11439.51,0,1,9,3,0,0.961,0.057,0
50,Male,Divorced,44,10,12952.88,9,2,6,3,0,0.952,0.367,5
58,Male,Single,5,9,6699.06,9,4,3,3,1,0.922,0.023,4
52,Female,Divorced,74,10,12223.47,0,2,9,1,2,0.997,0.351,0
50,Male,Divorced,88,8,17594.04,1,1,5,0,0,0.872,0.5,2
26,Female,Divorced,66,10,13475.41,6,0,4,1,2,0.853,0.541,4
58,Female,Single,102,6,15230.6,4,1,10,0,4,0.929,0.084,4
38,Male,Divorced,48,0,18019.8,3,0,1,0,1,0.852,0.032,2
59,Male,Single,38,0,3755.35,9,1,9,0,3,0.923,0.123,5
28,Male,Married,84,10,8998.07,2,0,5,1,4,0.924,0.115,1
54,Male,Single,42,7,9078.87,2,2,0,2,4,0.964,0.28,2
38,Female,Married,15,3,8596.61,2,5,1,2,2,0.935,0.595,2
36,Male,Married,41,7,14364.15,10,4,1,0,0,0.964,0.572,5
38,Male,Divorced,117,6,10318.69,2,3,4,1,4,0.874,0.261,3
42,Male,Married,69,10,7274.97,5,4,1,0,2,0.871,0.293,4
39,Female,Married,10,10,17163.07,10,4,2,0,1,0.933,0.177,5
27,Male,Single,28,10,7776.13,5,0,7,3,0,0.987,0.015,1
50,Female,Married,20,4,8348.47,8,3,8,4,4,0.951,0.976,3
57,Female,Divorced,35,10,13549.04,4,1,9,4,1,0.884,0.642,2
35,Female,Divorced,88,1,16781.19,5,5,4,2,0,0.976,0.086,3
22,Female,Single,44,7,18661.13,7,5,9,3,0,0.991,0.476,4
47,Male,Single,5,8,10153.81,4,3,10,3,2,0.908,0.561,2
25,Male,Single,29,7,9210.62,1,1,4,1,2,0.87,0.41,2
29,Female,Single,74,1,7412.71,0,2,2,0,3,0.987,0.323,1
43,Male,Married,84,3,8979.26,2,5,2,1,4,0.874,0.238,2
38,Female,Married,108,9,11622.33,1,5,6,3,4,0.996,0.172,1
32,Male,Divorced,70,8,4769.01,4,0,8,3,0,0.898,0.75,2
48,Male,Divorced,29,7,10709.51,4,0,10,1,1,0.882,0.04,3
40,Male,Divorced,27,4,6394.83,7,5,3,2,4,0.936,0.962,3
24,Female,Married,17,3,19151.31,7,5,4,4,1,0.949,0.042,3
31,Male,Married,80,7,9745.4,5,2,2,4,4,0.877,0.854,3
48,Male,Married,50,4,4673.8,10,2,2,0,3,0.936,0.089,5
52,Male,Divorced,29,2,9052.66,10,2,0,0,4,0.953,0.781,5
27,Male,Single,45,5,14169.14,8,5,5,1,0,0.894,0.667,5
29,Female,Single,22,8,6349.93,9,1,8,3,2,0.862,0.915,4
37,Female,Divorced,49,10,11085.49,7,0,10,3,1,0.879,0.312,4
32,Female,Divorced,114,8,4797.66,1,1,8,1,2,0.981,0.577,1
50,Female,Married,19,5,9548.15,0,1,10,4,0,0.957,0.478,0
40,Female,Married,35,2,17093.14,1,1,7,3,1,0.902,0.621,1
58,Male,Married,30,6,3874.3,8,3,7,3,1,0.991,0.49,4
59,Female,Divorced,67,0,12076.61,8,4,2,3,0,0.948,0.677,4
39,Female,Single,29,1,12020.54,3,4,10,2,2,0.962,0.086,2
47,Male,Married,11,5,11984.24,3,3,7,1,3,0.953,0.066,3
35,Male,Single,66,10,11995.17,3,0,3,0,4,0.973,0.918,2
46,Female,Divorced,100,1,16595.6,0,3,1,4,4,0.901,0.789,0
22,Male,Married,73,8,18524.96,8,1,3,0,1,0.944,0.081,4
40,Female,Divorced,61,7,3335.92,5,5,0,0,3,0.854,0.385,4
35,Male,Married,103,7,5082.31,10,5,2,0,2,0.965,0.737,5
30,Female,Divorced,63,10,16367.56,6,0,5,1,4,0.896,0.221,4
30,Female,Single,1,2,16181.88,1,0,3,3,0,0.934,0.074,0
57,Male,Single,82,4,14976.64,10,5,4,4,2,0.967,0.315,5
43,Male,Single,3,1,19052.31,4,3,5,0,3,0.936,0.747,3
42,Male,Single,50,7,11948.99,6,1,0,1,4,0.871,0.102,4
56,Female,Married,100,5,5853.52,6,3,8,4,1,0.852,0.827,3
50,Female,Married,112,10,9081.05,9,1,3,0,0,0.921,0.367,5
44,Male,Single,90,1,17322.63,8,4,5,0,3,0.966,0.6,5
52,Male,Married,59,0,15920.39,6,3,9,4,3,0.929,0.049,3
30,Male,Divorced,70,5,9091.53,2,3,4,4,0,0.864,0.87,2
47,Female,Single,117,9,6944.76,9,2,7,3,0,0.881,0.63,5
22,Female,Divorced,98,9,9263.58,10,5,5,4,2,0.928,0.289,5
57,Male,Married,69,2,14588.11,3,3,8,1,4,0.952,0.252,2
53,Male,Single,84,6,3079.91,9,0,3,3,2,0.858,0.164,4
25,Female,Single,85,10,4722.46,2,2,1,1,2,0.966,0.219,2
31,Female,Single,54,9,17119.37,0,0,4,0,3,0.87,0.638,1
58,Male,Married,33,8,19237.51,1,5,6,1,0,0.852,0.057,1
42,Male,Married,75,9,3307.33,1,3,1,1,1,0.983,0.075,1
46,Male,Divorced,44,8,19017.22,8,1,1,1,4,0.949,0.739,4
47,Female,Single,61,7,16651.06,1,1,3,0,2,0.854,0.354,2
40,Female,Married,3,4,14430.86,0,1,3,3,4,0.85,0.89,1
59,Male,Married,111,7,6633.23,4,5,0,2,2,0.875,0.417,2
33,Female,Married,5,7,11137.64,9,2,10,2,0,0.909,0.424,4
43,Male,Married,37,2,10489.42,8,2,6,0,4,0.939,0.396,5
22,Male,Married,115,7,18598.69,2,5,0,0,3,0.999,0.891,2
56,Female,Married,33,1,9175.92,4,2,4,1,4,0.945,0.157,3
55,Female,Single,69,4,13939.58,7,0,6,2,2,0.869,0.56,4
34,Female,Divorced,90,3,15572.11,4,5,1,4,3,0.992,0.24,2
50,Male,Divorced,120,8,15090.73,0,2,6,2,2,0.948,0.364,1
33,Male,Married,22,4,14805.16,1,5,6,4,3,0.906,0.405,1
54,Female,Single,67,7,19438.8,2,4,10,3,0,0.964,0.194,3
59,Male,Divorced,117,7,18640.77,7,2,6,2,0,0.924,0.755,3
27,Male,Married,116,6,16906.64,4,5,3,3,0,0.946,0.363,2
51,Male,Single,7,1,11855.81,4,3,4,1,3,0.906,0.604,3
52,Female,Divorced,113,4,14215.45,8,1,1,0,3,0.874,0.517,5
26,Male,Single,45,3,19463.39,7,4,8,0,2,0.96,0.536,4
27,Male,Single,63,1,8408.94,5,5,1,0,1,0.946,0.757,4
53,Female,Divorced,75,6,17017.01,10,1,3,2,2,0.938,0.535,5
35,Female,Divorced,91,6,17161.09,8,1,6,4,0,0.926,0.841,3
22,Male,Married,104,3,16604.67,4,1,4,3,1,0.911,0.698,1
53,Female,Single,43,3,13319.54,4,3,0,1,3,0.897,0.058,2
51,Male,Married,58,2,16713.87,6,1,5,2,0,0.917,0.371,3
39,Male,Divorced,51,9,11285.74,1,3,9,2,1,0.852,0.454,3
49,Male,Married,24,1,14636.31,2,3,4,4,2,0.864,0.887,2
50,Male,Single,36,7,4411.66,8,5,6,4,3,0.991,0.377,4
23,Female,Divorced,102,3,8007.17,8,2,10,4,0,0.904,0.95,3
27,Male,Divorced,84,1,14179.45,3,1,7,1,2,0.93,0.904,2
30,Male,Married,11,0,3772.98,7,4,6,4,2,0.93,0.026,3
45,Male,Divorced,74,2,11258.72,4,4,8,1,1,0.981,0.847,2
26,Female,Married,57,6,13916.81,3,0,0,1,3,0.982,0.173,1
56,Male,Divorced,113,9,14904.55,3,0,0,1,2,0.912,0.716,2
32,Female,Divorced,23,10,10226.85,8,0,6,4,2,0.936,0.357,3
56,Male,Divorced,104,5,18012.58,4,3,8,2,3,0.95,0.138,3
45,Male,Divorced,68,5,4162.34,5,0,5,0,4,0.989,0.144,4
53,Male,Divorced,3,7,9094.31,0,4,10,0,0,0.967,0.651,2
37,Female,Single,72,0,8594.97,4,0,0,2,2,0.998,0.965,2
36,Female,Divorced,105,1,4535.56,6,3,8,0,3,0.89,0.427,4
37,Male,Divorced,22,4,15970.01,3,2,10,4,2,0.991,0.46,1
51,Female,Married,36,8,14393.41,9,3,9,3,2,0.888,0.99,5
58,Male,Divorced,42,1,14265.67,7,2,1,4,1,0.97,0.032,3
57,Female,Divorced,113,4,5544.76,0,3,4,0,1,0.993,0.661,1
35,Female,Divorced,10,5,6636.04,9,4,0,0,2,0.961,0.332,5
24,Male,Married,100,6,14467.19,8,4,8,4,0,0.965,0.252,3
42,Female,Divorced,32,1,19971.67,5,2,9,3,3,0.998,0.728,2
22,Male,Divorced,12,10,13087.88,9,2,4,2,4,0.905,0.142,5
24,Male,Divorced,93,10,9457.47,3,3,10,1,2,0.905,0.915,2
26,Male,Single,51,2,8200.23,9,4,5,3,2,0.866,0.71,5
22,Female,Married,115,2,4466.2,6,4,4,2,1,0.862,0.697,3
42,Female,Divorced,14,2,18431.77,7,3,9,4,4,0.914,0.324,3
44,Female,Married,76,8,6423.52,1,2,4,2,0,0.862,0.786,2
56,Female,Married,102,8,10948.01,8,1,3,4,1,0.999,0.481,3
41,Female,Married,109,7,5607.2,5,4,9,0,3,0.862,0.744,4
34,Male,Single,10,0,19271.26,10,4,5,4,0,0.898,0.982,5
25,Female,Married,120,3,6805.41,6,0,1,1,3,0.951,0.828,4
55,Male,Single,62,4,3431.65,0,1,3,0,4,0.963,0.346,2
42,Male,Married,58,1,18554.95,2,3,0,2,4,0.899,0.907,3
39,Male,Single,22,5,18765.1,4,0,2,3,2,0.895,0.168,1
59,Male,Single,16,7,15687.14,10,3,8,0,4,0.949,0.317,5
41,Female,Divorced,29,0,15288.49,4,4,7,4,3,0.935,0.134,2
24,Female,Married,31,5,18056.43,6,3,2,3,2,0.926,0.259,3
56,Female,Divorced,58,7,8478.73,0,5,3,3,1,0.931,0.329,1
41,Male,Divorced,118,8,9176.05,8,2,2,2,0,0.956,0.614,4
55,Female,Married,35,8,18110.85,5,2,10,0,1,0.92,0.769,4
43,Male,Divorced,43,5,4801.94,5,1,9,3,2,0.864,0.298,4
54,Female,Married,43,8,19853.84,1,1,9,4,4,0.993,0.471,1
44,Male,Divorced,120,9,5374.22,9,2,2,1,4,0.86,0.983,5
43,Female,Single,118,6,12849.12,9,0,3,4,3,0.889,0.159,4
57,Female,Married,50,3,14258.24,4,4,10,4,2,0.87,0.541,2
40,Female,Single,52,8,17786.2,3,5,8,0,1,0.889,0.47,4
54,Male,Single,114,5,19146.78,3,1,8,4,2,0.878,0.885,1
40,Male,Single,43,7,12004.59,6,0,6,2,2,0.892,0.227,4
49,Female,Single,19,2,12540.33,0,4,2,2,0,0.905,0.558,1
51,Male,Single,24,6,6069.94,9,2,2,0,3,0.993,0.752,5
51,Female,Married,5,2,12030.76,7,1,0,4,4,0.913,0.051,3
35,Male,Single,93,7,8330.6,5,5,7,0,0,0.888,0.776,5
43,Female,Married,47,1,4914.9,2,4,4,3,4,0.989,0.164,2
39,Female,Divorced,105,5,14347.58,1,5,10,0,4,0.885,0.644,2
28,Male,Married,99,4,13492.39,1,4,9,1,0,0.882,0.801,3
53,Female,Single,93,2,19722.53,7,4,5,3,1,0.92,0.355,4
45,Female,Divorced,35,5,3082.22,9,4,5,1,0,0.977,0.231,5
43,Female,Married,103,4,17299.19,10,5,1,1,4,0.882,0.25,5
48,Female,Married,29,4,19657.67,10,2,7,0,4,0.979,0.382,5
31,Male,Single,78,3,3687.25,3,4,3,4,2,0.923,0.508,1
42,Female,Single,74,8,15058.37,2,0,0,1,3,0.86,0.483,3
50,Female,Divorced,50,6,16868.6,7,1,10,3,2,0.901,0.573,4
51,Male,Married,97,5,8870.35,4,2,4,4,2,0.876,0.673,3
41,Male,Married,3,6,11181.58,8,1,8,1,4,0.902,0.533,5
26,Male,Single,68,1,3613.84,2,2,2,3,2,0.904,0.258,2
50,Male,Married,107,10,3301.87,3,2,3,4,0,0.922,0.359,2
49,Female,Divorced,100,8,11498.78,3,2,3,1,0,0.999,0.164,2
28,Female,Single,50,9,4595.81,7,1,0,0,2,0.972,0.813,4
52,Male,Single,113,7,3082.78,9,0,1,2,4,0.904,0.756,5
53,Female,Single,71,3,3765.03,1,1,6,3,1,0.961,0.732,2
49,Female,Married,21,5,19609.19,0,2,2,2,4,0.895,0.39,1
54,Female,Divorced,23,9,19990.26,6,3,4,4,1,0.952,0.884,2
32,Male,Married,33,2,14116.28,1,2,1,0,0,0.872,0.066,2
22,Male,Married,30,6,7961.48,8,5,6,3,2,0.863,0.882,5
27,Male,Single,92,10,5274.55,2,3,4,2,1,0.98,0.965,2
58,Female,Divorced,40,4,7582.51,9,1,6,0,2,0.989,0.172,5
36,Female,Married,26,4,12866.89,0,3,10,1,4,0.879,0.822,1
31,Male,Divorced,108,10,5507.73,1,3,0,3,0,0.857,0.236,1
40,Male,Divorced,45,2,14939.64,5,1,7,4,1,0.898,0.312,3
44,Female,Married,24,3,16498.93,7,3,7,4,2,0.903,0.68,3
48,Female,Single,8,9,3184.79,1,2,2,3,2,0.959,0.617,0
50,Male,Divorced,55,10,5950.97,1,0,10,3,1,0.889,0.671,0
22,Female,Single,117,3,12407.93,8,2,2,3,1,0.984,0.773,3
38,Female,Married,78,4,8460.72,9,1,3,1,0,0.995,0.648,5
28,Female,Single,91,2,7888.54,10,0,8,0,3,0.948,0.577,5
29,Female,Divorced,13,3,16371.13,6,2,8,1,1,0.954,0.072,4
46,Male,Single,114,4,4075.96,1,5,7,3,0,0.88,0.018,1
30,Male,Married,108,9,16572.04,4,2,2,4,4,0.948,0.811,2
35,Male,Single,90,10,3315.1,2,4,6,1,3,0.901,0.808,2
31,Male,Divorced,21,0,5121.37,6,5,6,0,0,0.976,0.569,4
51,Male,Divorced,51,10,12204.85,7,2,9,0,0,0.887,0.787,5
23,Male,Divorced,11,5,16102.73,2,0,6,4,0,0.957,0.438,1
48,Female,Single,28,10,10494.57,7,3,6,1,3,0.885,0.531,3
59,Male,Divorced,89,1,15008.97,1,2,9,4,0,0.904,0.049,1
54,Male,Divorced,117,8,8460.8,6,1,7,3,0,0.891,0.468,4
25,Male,Single,93,1,14340.27,9,0,8,1,0,0.911,0.185,5
39,Male,Married,108,1,13965.81,8,3,9,3,4,0.852,0.493,4
36,Male,Married,60,10,4686.72,5,2,6,1,1,0.984,0.102,3
28,Female,Married,109,0,5080.23,10,0,0,0,3,0.971,0.366,5
42,Male,Married,101,2,13847.81,1,5,8,2,3,0.909,0.566,2
42,Female,Divorced,29,10,5424.15,3,4,8,4,3,0.921,0.819,2
36,Female,Single,75,6,14995.62,3,2,7,0,3,0.942,0.718,2
34,Male,Married,1,2,19209.23,3,5,8,0,3,0.985,0.796,2
38,Male,Single,7,3,13333.76,9,4,4,3,3,0.934,0.914,4
39,Male,Single,52,7,12824.46,5,2,4,4,2,0.996,0.416,3
33,Female,Single,32,3,12934.53,1,0,1,0,3,0.903,0.042,2
46,Female,Single,68,6,3943.9,2,2,7,0,4,0.851,0.804,3
24,Male,Single,70,9,18192.03,6,0,2,4,3,0.853,0.254,3
29,Female,Divorced,70,8,10285.24,2,4,4,3,4,0.979,0.712,1
41,Female,Married,64,5,18823.01,2,2,8,4,3,0.872,0.686,1
37,Female,Single,102,10,6892.95,7,4,8,2,3,0.859,0.472,4
46,Female,Married,106,8,14486.72,10,1,5,4,3,0.963,0.414,4
53,Female,Divorced,6,6,3629.9,4,2,1,2,1,0.875,0.977,3
46,Male,Single,27,1,3675.67,0,2,6,4,2,0.938,0.812,0
35,Female,Married,18,8,11678.85,4,0,4,4,4,0.938,0.58,2
50,Female,Single,9,3,8321.22,7,3,10,4,3,0.993,0.103,3
31,Male,Single,57,6,5689.64,7,0,7,4,1,0.963,0.73,3
30,Male,Divorced,29,7,6712.89,3,0,3,3,2,0.897,0.362,1
41,Female,Single,25,4,5934.48,1,3,1,3,2,0.994,0.706,2
33,Male,Divorced,118,6,3290.22,9,0,3,1,4,0.919,0.856,4
22,Female,Married,77,8,10186.86,5,0,4,4,2,0.878,0.036,3
27,Male,Single,50,0,9718.28,7,4,2,1,0,0.97,0.339,4
26,Male,Single,46,6,7002.69,1,1,10,4,1,0.852,0.593,0
23,Male,Divorced,27,3,13752.05,2,5,2,1,0,0.955,0.122,3
57,Female,Divorced,115,7,3302.53,9,1,8,1,2,0.857,0.449,5
47,Male,Divorced,80,7,4474.25,1,0,0,1,3,0.964,0.23,1
42,Female,Single,88,10,4675.51,9,3,1,3,4,0.915,0.638,4
40,Female,Married,7,2,7352.67,1,5,8,0,3,0.902,0.144,2
57,Female,Single,12,2,6779.67,8,0,4,4,1,0.934,0.043,4
29,Male,Single,7,8,9888.04,9,5,3,3,1,0.918,0.733,5
22,Male,Married,49,6,7272.84,3,5,5,1,1,0.905,0.379,3
24,Female,Single,51,3,8750.54,9,4,2,3,1,0.931,0.949,4
51,Female,Single,19,0,9238.11,6,0,4,3,4,0.963,0.145,3
35,Female,Divorced,59,6,14596.26,10,0,7,0,0,0.949,0.074,5
40,Female,Single,61,2,4779.38,1,2,0,2,2,0.965,0.617,1
51,Female,Single,5,9,18145.92,4,3,10,4,0,0.936,0.737,1
23,Male,Married,25,8,13443.16,8,5,5,2,4,0.875,0.712,5
32,Male,Single,116,2,8178.91,10,1,10,1,3,0.948,0.179,5
53,Female,Single,50,6,8992.77,9,5,9,2,0,0.879,0.994,5
54,Female,Divorced,53,6,8979.2,1,0,8,3,1,0.914,0.397,0
32,Male,Married,82,2,17074.5,1,4,5,4,4,0.903,0.293,1
51,Female,Divorced,45,8,19642.62,1,3,7,3,4,0.891,0.97,1
22,Male,Married,73,10,10903.85,2,3,6,0,4,0.972,0.764,2
46,Male,Married,111,2,18173.92,6,0,1,1,3,0.884,0.707,3
46,Male,Divorced,31,7,11407.75,0,1,0,4,4,0.96,0.753,0
36,Male,Divorced,76,10,11903.13,0,4,3,1,3,0.996,0.563,1
46,Female,Divorced,35,8,7172.5,6,4,10,0,1,0.895,0.008,4
59,Male,Married,41,3,14269.05,1,2,7,0,4,0.961,0.254,2
30,Male,Single,106,8,7278.62,5,5,5,3,0,0.865,0.846,3
48,Female,Single,119,4,3365.31,0,4,6,2,1,0.963,0.666,1
40,Male,Married,91,7,17873.2,10,0,2,0,3,0.948,0.457,5
41,Male,Single,69,0,9120.42,10,5,6,4,0,0.999,0.821,4
30,Female,Married,42,5,4631.98,3,0,5,3,2,0.876,0.95,2
28,Female,Single,87,3,16088.39,6,0,8,1,3,0.867,0.993,3
49,Female,Divorced,66,5,10412.33,1,3,3,2,4,0.967,0.304,1
23,Female,Divorced,23,7,13447.83,8,5,6,2,0,0.905,0.957,4
56,Male,Divorced,64,0,4850.38,4,2,1,3,0,0.971,0.032,2
58,Male,Single,85,1,18485.08,1,5,4,2,0,0.96,0.941,1
55,Female,Married,111,9,4143.77,6,2,1,3,2,0.955,0.508,3
28,Male,Married,14,2,5641.69,7,0,4,2,0,0.952,0.286,4
40,Male,Divorced,118,9,3305.91,1,1,5,0,2,0.899,0.428,3
23,Female,Married,49,8,14749.37,2,1,7,3,3,0.893,0.211,1
38,Female,Married,77,6,19860.73,6,2,10,2,3,0.962,0.869,4
42,Female,Married,14,5,5009.5,3,0,3,4,0,0.94,0.85,2
38,Male,Divorced,94,10,4875.39,9,4,0,4,1,0.94,0.015,4
52,Male,Single,86,2,3612.91,10,0,0,1,4,0.989,0.684,5
38,Male,Married,40,5,5039.59,8,4,8,0,2,0.913,0.662,5
40,Male,Married,87,3,16780.09,0,2,7,1,1,0.962,0.847,2
58,Female,Married,48,10,18400.9,6,5,7,0,3,0.921,0.957,5
56,Female,Divorced,99,9,17057.14,5,2,0,4,0,0.907,0.309,2
52,Male,Married,27,8,12503.74,6,4,2,1,0,0.859,0.437,4
43,Male,Married,119,3,14040.0,2,0,8,4,2,0.959,0.186,1
48,Male,Single,77,4,4137.26,7,4,6,4,3,0.996,0.816,4
51,Male,Divorced,19,9,17539.53,2,1,9,2,4,0.931,0.824,1
32,Male,Divorced,33,7,9307.83,10,0,10,0,1,0.869,0.332,5
32,Male,Divorced,104,6,12977.56,1,3,7,0,4,0.97,0.56,3
54,Male,Married,48,0,13663.23,2,5,10,0,3,0.921,0.745,3
39,Male,Married,54,7,4959.54,8,1,3,0,3,0.94,0.719,4
43,Female,Married,53,0,14244.93,10,3,1,4,2,0.866,0.051,5
33,Female,Single,54,5,3894.48,7,2,1,2,2,0.973,0.34,4
33,Male,Divorced,90,7,9597.5,1,4,9,0,4,0.982,0.222,2
24,Male,Single,8,4,4034.33,1,1,7,0,3,0.958,0.852,1
28,Female,Divorced,4,7,15377.72,9,3,6,4,4,0.876,0.515,4
46,Female,Divorced,62,10,5471.08,1,1,3,3,0,0.903,0.74,0
54,Female,Divorced,56,5,16643.41,1,5,10,1,3,0.894,0.138,1
24,Male,Married,106,4,9245.24,8,1,3,3,0,0.86,0.244,5
49,Male,Divorced,77,7,15227.16,1,4,4,3,2,0.858,0.376,1
27,Female,Divorced,64,7,19744.94,2,3,1,1,2,0.893,0.221,2
44,Female,Divorced,42,8,9288.29,0,1,3,4,0,0.895,0.352,1
25,Female,Single,82,10,16526.72,5,5,3,2,4,0.943,0.591,3
35,Female,Married,92,5,12917.14,7,5,2,1,4,0.975,0.127,4
38,Female,Married,94,1,8017.38,3,1,0,2,0,0.951,0.068,2
58,Female,Single,105,3,15415.21,7,1,0,2,1,0.877,0.892,4
59,Female,Divorced,15,8,17537.82,6,3,4,2,0,0.889,0.995,3
48,Female,Divorced,115,5,11680.36,0,4,6,4,4,0.969,0.896,2
51,Female,Single,59,7,9721.56,6,4,1,3,3,0.953,0.761,4
26,Female,Single,2,10,4198.97,0,0,7,4,0,0.888,0.848,0
53,Male,Married,28,8,17827.77,8,1,8,1,0,0.943,0.291,5
36,Male,Single,11,1,8863.57,7,5,2,3,0,0.922,0.3,3
56,Female,Single,93,3,4024.47,2,5,0,3,0,0.99,0.469,1
33,Male,Married,87,3,3325.48,5,2,1,2,1,0.941,0.881,2
31,Female,Married,70,3,7153.35,3,5,5,0,0,0.852,0.425,3
28,Male,Divorced,118,8,13168.09,6,4,9,0,0,0.9,0.924,5
44,Male,Divorced,70,10,11750.97,8,4,6,4,3,0.971,0.011,4
56,Female,Married,73,3,17571.02,3,1,6,2,4,0.904,0.676,2
42,Female,Single,83,0,13345.11,10,4,5,0,1,0.941,0.916,5
36,Female,Single,97,5,8707.62,5,2,6,3,3,0.956,0.216,3
54,Female,Divorced,52,2,11383.31,8,0,0,4,4,0.919,0.563,3
58,Female,Single,27,6,7430.33,2,3,1,3,1,0.97,0.24,2
53,Female,Divorced,118,9,7125.42,2,4,6,3,1,0.976,0.939,1
23,Female,Divorced,117,0,12743.61,3,3,6,4,1,0.925,0.418,1
53,Male,Married,61,1,18574.4,2,1,2,2,4,0.853,0.139,2
34,Female,Married,56,5,15519.27,0,3,3,2,4,0.91,0.968,2
40,Female,Divorced,72,9,14038.83,5,5,7,4,3,0.99,0.552,3
55,Male,Single,113,8,3200.25,10,5,6,1,1,0.939,0.353,5
51,Female,Divorced,93,9,7318.27,3,1,5,1,2,0.95,0.698,2
51,Female,Married,44,7,6539.02,0,5,10,1,2,0.907,0.964,2
55,Female,Divorced,17,8,4203.59,3,5,3,0,2,0.921,0.529,3
47,Male,Divorced,15,1,3808.38,3,5,5,4,3,0.889,0.899,2
48,Male,Married,19,10,10236.49,3,4,6,3,2,0.938,0.878,1
30,Female,Divorced,50,1,18882.43,2,4,7,2,1,0.865,0.106,1
56,Female,Single,28,10,5674.33,2,3,6,2,0,0.993,0.521,1
57,Male,Divorced,89,10,13977.52,7,0,7,0,0,0.938,0.1,5
51,Male,Divorced,29,3,19330.87,8,1,10,3,1,0.888,0.268,3
57,Female,Married,41,3,6445.34,0,1,2,3,2,0.964,0.143,0
58,Male,Divorced,3,7,19434.17,0,1,5,2,2,0.955,0.466,1
46,Male,Divorced,100,7,16816.1,10,5,8,0,0,0.908,0.611,5
36,Female,Married,103,8,14090.47,3,4,2,4,3,0.99,0.832,2
55,Female,Divorced,86,3,10002.72,7,1,6,2,0,0.987,0.768,3
31,Female,Single,91,6,19495.35,4,3,4,1,3,0.922,0.742,3
55,Male,Single,103,8,14927.1,7,2,1,2,4,0.85,0.525,4
30,Female,Divorced,27,6,4032.77,2,1,8,3,2,0.962,0.147,1
44,Male,Married,38,10,6680.44,6,5,7,2,1,0.96,0.688,3
59,Male,Married,3,7,12670.86,9,0,3,3,0,0.98,0.28,4
49,Male,Divorced,84,8,8712.36,7,3,0,0,4,0.993,0.006,4
38,Female,Divorced,94,9,9480.69,4,3,7,2,3,0.921,0.181,3
27,Female,Single,89,3,10457.11,1,1,8,1,3,0.985,0.086,1
57,Female,Divorced,17,2,14389.46,4,0,10,2,0,0.963,0.852,3
24,Male,Single,33,1,9858.12,9,0,2,3,4,0.948,0.39,4
55,Female,Married,78,8,18892.99,3,2,0,2,2,0.98,0.56,2
35,Female,Single,109,9,18443.53,3,2,10,1,3,0.969,0.557,2
34,Female,Divorced,60,5,10686.69,5,0,2,1,2,0.936,0.169,3
44,Male,Single,70,8,19313.59,4,0,2,0,4,0.864,0.834,4
49,Male,Divorced,77,2,14787.06,2,3,7,3,0,0.973,0.959,1
27,Male,Single,38,7,4374.28,1,1,10,1,3,0.966,0.588,1
32,Male,Single,88,8,9598.62,0,1,5,3,3,0.963,0.713,0
44,Female,Divorced,51,5,5546.31,3,3,6,2,2,0.878,0.645,3
32,Female,Divorced,50,3,16253.64,2,5,10,4,3,0.882,0.042,1
37,Male,Divorced,63,4,12222.74,10,4,3,0,2,0.875,0.258,5
38,Female,Single,120,1,12261.64,3,1,1,1,4,0.864,0.619,3
52,Female,Married,10,7,10182.5,8,2,3,2,4,0.993,0.657,4
28,Male,Divorced,22,4,13081.89,4,0,7,3,4,0.965,0.909,2
24,Male,Married,26,9,13437.34,10,0,6,3,4,0.908,0.119,4
44,Male,Married,106,0,19080.79,9,0,0,4,1,0.958,0.466,4
26,Male,Single,111,7,3568.66,3,1,1,2,3,0.942,0.921,2
